Target language lemma,ID,User language gloss,English gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Target language example sentence,User language translation,English translation,Reference,Topic(s),Lesson,
веревка,5716,rope,,N.Fem.Inan,B2,LM,3,верёвке,Loc.Sing,Спускаться с горы пришлось на верёвке.,We had to go down from the mountain on a rope.,,_,"магазин, жильё",,,
вермишель,5717,noodle,,N.Fem.Inan,B2,LM,1,вермишель,Nom.Sing,Вермишель лежала на полке вместе с овсяной крупой и томатной пастой.,The noodles were on the shelf along with rolled oats and tomato paste.,,_,"еда, магазин",,,
верность,5718,loyalty,,N.Fem.Inan,B2,LM,1,верность,Acc.Sing,Новый император должен был присягнуть на верность Конституции.,The new emperor had to swear allegiance to the Constitution.,,_,"люди, внутренний мир",,,
верность,5719,loyalty,,N.Fem.Inan,B2,LM,2,верности,Gen.Sing,"Движимые чувством верности партии и народу, они приготовились к гибели.","Motivated by a sense of loyalty to the party and the people, they prepared for death.",,_,"люди, внутренний мир",,,
вероятность,5720,probability,,N.Fem.Inan,B2,LM,1,вероятность,Nom.Sing,Вероятность погибнуть в авиакатастрофе очень мала.,The probability of dying in a plane crash is very small.,,_,"мера, учёба/работа",,,
вероятность,5721,probability,,N.Fem.Inan,B2,LM,2,вероятностей,Gen.Plur,"С точки зрения математической теории вероятностей, случайное совпадение такого количества обстоятельств практически невозможно.","From the point of view of mathematical probability theory, a random coincidence of such a number of circumstances is almost impossible.",,_,"мера, учёба/работа",,,
вероятность,5722,probability,,N.Fem.Inan,B2,LM,3,вероятности,Gen.Sing,В снижении вероятности встретить в лесу зайца можно винить большое число волков.,The large number of wolves is to blame for reducing the likelihood of encountering a hare in the forest.,,_,"мера, учёба/работа",,,
версия,5723,version,,N.Fem.Inan,B2,"Golosa, LM",1,версия,Nom.Sing,У лейтенанта полиции появилась новая версия в этом странном деле.,The police lieutenant has a new theory about this strange case.,,_,учёба/работа,,,
версия,5724,version,,N.Fem.Inan,B2,"Golosa, LM",2,версию,Acc.Sing,Версию о божественном зарождении жизни на земле считают антинаучной.,The theory of divine creation of life on Earth is considered unscientific.,,_,учёба/работа,,,
версия,5725,version,,N.Fem.Inan,B2,"Golosa, LM",3,версий,Gen.Plur,"Версий о количестве жертв множество, но неизвестно, какой из них можно верить.","There are many theories about the number of victims, but one can't know which one to trust.",,_,учёба/работа,,,
вертеться,5726,spin,,V,B2,LM,1,вертится,Imperf.Sing.3,Тысяча мыслей за одну минуту в голове вертится.,There are a thousand thoughts spinning in my head every minute.,,_,"люди, общение",,,
вертеться,5727,spin,,V,B2,LM,2,вертелись,Imperf.Plur.Past,"Эти маленькие собачки вертелись под ногами всё время, что мы разговаривали.",Those little dogs were running around under our feet the whole time we talked.,,_,"люди, общение",,,
вертеться,5728,spin,,A,B2,LM,3,вертящиеся,Inan.Acc.Plur,Через вертящиеся двери отеля непрерывно проходили люди.,People were constantly entering through the hotel's revolving doors.,,_,"люди, общение",,,
вертикальный,5729,vertical,,A,B2,LM,1,вертикальная,Nom.Fem.Sing,"Вертикальная линия, нарисованная ребёнком в тетрадке, была достаточно ровная.",The vertical line drawn by the child in the notebook was quite straight.,,_,"описание, мера",,,
вертикальный,5730,vertical,,A,B2,LM,2,вертикальное,Inan.Acc.Neut.Sing,Поднять эту колонну в вертикальное положение ― сложная задача.,Raising this column to a vertical position is a difficult task.,,_,"описание, мера",,,
вертикальный,5731,vertical,,A,B2,LM,3,вертикальных,Gen.Plur,Они шли вдоль ряда вертикальных колонн.,They walked along a row of vertical columns.,,_,"описание, мера",,,
вертолет,5732,helicopter,,N.Masc.Inan,B2,LM,1,вертолётов,Gen.Plur,"Не стоит бояться вертолётов, они достаточно безопасны.","Do not be afraid of helicopters, they are quite safe.",,_,транспорт,,,
вертолет,5733,helicopter,,N.Masc.Inan,B2,LM,2,вертолёты,Nom.Plur,Вертолёты брали курс на Запад и пересекали береговую линию в центральной части Чили.,The helicopters headed West and crossed the coastline in Central Chile.,,_,транспорт,,,
вертолет,5734,helicopter,,N.Masc.Inan,B2,LM,3,вертолётах,Loc.Plur,О новых вертолётах этой компании говорили на всех промышленных выставках.,People have been talking about the company’s new helicopters at every industrial exhibition.,,_,транспорт,,,
верующий,5735,religious,,N.Masc.Anim,B2,"Golosa, LM",1,верующего,Gen.Sing,Что главное в жизни верующего?,What is the most important thing in a religious person's life?,,_,"описание, внутренний мир, люди",,,
верующий,5736,religious,,A,B2,"Golosa, LM",2,верующая,Nom.Fem.Sing,Моя бабушка — очень верующая женщина.,My grandmother is a very religious woman.,,_,"описание, внутренний мир, люди",,,
верующий,5737,religious,,N.Masc.Anim,B2,"Golosa, LM",3,верующих,Gen.Plur,Два года назад в России был принят закон об оскорблении чувств верующих.,Two years ago Russia adopted a law about insulting the feelings of religious believers.,,_,"описание, внутренний мир, люди",,,
верх,5738,top,,N.Masc.Inan,B2,LM,1,верх,Acc.Sing,Датчане одержали верх над канадцами в хоккейном матче.,The Danes defeated the Canadians in a hockey game.,,_,мера,,,
верх,5739,top,,N.Masc.Inan,B2,LM,2,верхом,Ins.Sing,Роль Гамлета стала верхом его театральной карьеры.,The role of Hamlet was the peak of his theater career.,,_,мера,,,
верх,5740,top,,N.Masc.Inan,B2,LM,3,верху,Loc.Sing,После повышения он оказался на самом верху политического истеблишмента.,"After his promotion, he was at the very top of the political establishment.",,_,мера,,,
вершина,5741,top,,N.Fem.Inan,B2,LM,1,вершин,Gen.Plur,Им далеко ещё до вершин средневековой духовной культуры.,They are still far from the heights of Medieval spiritual culture.,,_,учёба/работа,,,
вершина,5742,top,,N.Fem.Inan,B2,LM,2,вершина,Nom.Sing,Чёрный квадрат — вершина творчества Малевича.,The Black Square is the pinnacle of Malevich's career as a painter.,,_,учёба/работа,,,
вершина,5743,top,,N.Fem.Inan,B2,LM,3,вершину,Acc.Sing,"Быстро забравшись на вершину самой высокой башни королевского замка, Робин внимательно осматривал окрестности.","After climbing quickly to the top of the highest tower of the royal castle, Robin carefully surveyed the surroundings.",,_,учёба/работа,,,
веселиться,5744,have fun,,V,B2,LM,1,веселиться,Imperf.Inf,"Она была простодушной, кокетливой, любила веселиться.","She was simple-minded, flirtatious and loved to have fun.",,_,"люди, внутренний мир, свободное время",,,
веселиться,5745,have fun,,V,B2,LM,2,веселятся,Imperf.Plur.3,Родные и друзья веселятся вместе с участниками ансамбля.,Family and friends are having fun with the members of the ensemble.,,_,"люди, внутренний мир, свободное время",,,
веселиться,5746,have fun,,V,B2,LM,3,веселится,Imperf.Sing.3,И какой чудный воздух: дышишь ― и сердце веселится.,And what wonderful air: you breathe ― and your heart is happy.,,_,"люди, внутренний мир, свободное время",,,
весить,5747,weigh,,V,B2,LM,1,весит,Imperf.Sing.3,Она весит около шестидесяти килограммов.,She weighs about sixty kilos.,,_,мера,,,
весить,5748,weigh,,V,B2,LM,2,весят,Imperf.Plur.3,"Он знал, где какие крокодилы живут, что едят и сколько весят.","He knew where various kinds of crocodiles live, what they eat and how much they weigh.",,_,мера,,,
весить,5749,weigh,,V,B2,LM,3,весил,Imperf.Masc.Sing.Past,Мальчик весил три килограмма и казался совершенно здоровым.,The boy weighed three kilograms and seemed perfectly healthy.,,_,мера,,,
весы,5750,scales,,N.Inan,B2,LM,1,весы,Nom.Plur,В кабинете у врача всегда стоят весы.,There are always scales in the doctor's office.,,_,мера,,,
весы,5751,scales,,N.Masc.Inan,B2,LM,2,весов,Gen.Plur,В квартире у Варвары не было весов.,Varvara had no scales in her apartment.,,_,мера,,,
ветеран,5752,veteran,,N.Masc.Anim,B2,"MiP, LM",1,ветеранов,Gen.Plur,Она нервничала перед встречей ветеранов.,She was nervous before meeting the veterans.,,_,"люди, политика",,,
ветеран,5753,veteran,,N.Masc.Anim,B2,"MiP, LM",2,ветераны,Nom.Plur,"Ветераны прежних операций не участвуют в текущей, но они активно передают свой опыт молодёжи.","Veterans of previous operations are not participating in the current one, but they are actively passing on their experience to the young people.",,_,"люди, политика",,,
ветеран,5754,veteran,,N.Masc.Anim,B2,"MiP, LM",3,ветеран,Nom.Sing,"Его дедушка — ветеран Великой Отечественной войны, ему восемьдесят восемь лет.","His grandfather is a veteran of the Great Patriotic war, he is eighty-eight years old.",,_,"люди, политика",,,
ветка,5755,branch,,N.Fem.Inan,B2,LM,1,ветку,Acc.Sing,Он вынул из костра горящую ветку.,He pulled a burning branch out of the fire.,,_,животные/растения,,,
ветка,5756,branch,,N.Fem.Inan,B2,LM,2,ветки,Acc.Plur,Воздушный шар начал терять высоту и зацепился за ветки.,The hot air balloon started to lose altitude and got caught in the branches of the trees.,,_,животные/растения,,,
ветка,5757,branch,,N.Fem.Inan,B2,LM,3,веток,Gen.Plur,"Ласточки делают гнёзда не из веток, как другие птицы, а из глины.","Unlike other birds, swallows make their nests not from branches but from clay.",,_,животные/растения,,,
ветчина,5758,ham,,N.Fem.Inan,B2,"LM, МН",1,ветчина,Nom.Sing,Ветчина лежит в холодильнике.,The ham is in the refrigerator.,,_,"еда, магазин",,,
вечеринка,5759,party,,N.Fem.Inan,B2,LM,1,вечеринок,Gen.Plur,"Я получал больше удовольствия от вечеринок, когда был помоложе.",I enjoyed parties more when I was younger.,,_,"свободное время, общение",,,
вечеринка,5760,party,,N.Fem.Inan,B2,LM,2,вечеринку,Acc.Sing,Накануне отъезда они ходили на вечеринку к молодому режиссёру.,The night before their departure they went to a party at the home of the young director.,,_,"свободное время, общение",,,
вечеринка,5761,party,,N.Fem.Inan,B2,LM,3,вечеринках,Loc.Plur,На студенческих вечеринках мы всегда просили его петь ― голос у него был прекрасный.,At university parties we always asked him to sing ― he had a beautiful voice.,,_,"свободное время, общение",,,
вечный,5762,eternal,,A,B2,LM,1,вечная,Nom.Fem.Sing,Вечная проблема офисных работников это утомление.,The eternal problem of office workers is fatigue.,,_,"описание, время, мера",,,
вечный,5763,eternal,,A,B2,LM,2,вечную,Acc.Fem.Sing,Никто из нас не предпочёл бы вечную жизнь.,None of us would prefer eternal life.,,_,"описание, время, мера",,,
вечный,5764,eternal,,A,B2,LM,3,вечный,Nom.Masc.Sing,Вечный двигатель ― мечта многих изобретателей.,A perpetual motion machine is the dream of many inventors.,,_,"описание, время, мера",,,
вешалка,5765,hanger,,N.Fem.Inan,B2,LM,1,вешалки,Gen.Sing,"Вешалки в комнате не было, пиджак пришлось держать в руках.",There was no coat rack in the room so he had to hold his jacket in his hands.,,_,"магазин, жильё",,,
вешалка,5766,hanger,,N.Fem.Inan,B2,LM,2,вешалку,Acc.Sing,"В магазине надо было купить вешалку, мыло и сковородку.","In the store you needed to buy a hanger, soap and a frying pan.",,_,"магазин, жильё",,,
вешалка,5767,hanger,,N.Fem.Inan,B2,LM,3,вешалкой,Ins.Sing,Иван стоял в углу рядом с вешалкой и злобно смотрел на нас.,Ivan stood in the corner next to the coat rack and glared angrily at us.,,_,"магазин, жильё",,,
взаимный,5768,mutual,,A,B2,LM,1,взаимной,Gen.Fem.Sing,Такие вещи не стоит делать без взаимной договорённости.,You shouldn't do such things without a mutual agreement.,,_,"описание, общение",,,
взаимный,5769,mutual,,A,B2,LM,2,взаимном,Loc.Neut.Sing,Главное в другом ― во взаимном уважении.,The most important thing is something else ― it is mutual respect.,,_,"описание, общение",,,
взаимный,5770,mutual,,A,B2,LM,3,взаимная,Nom.Fem.Sing,У нас с ней взаимная любовь и полное понимание.,"She and I, we share mutual love and complete understanding.",,_,"описание, общение",,,
взаимодействие,5771,interaction,,N.Neut.Inan,B2,LM,1,взаимодействия,Gen.Sing,Примеры взаимодействия банков с почтовыми отделениями существуют и в России.,Examples of interaction between banks and post offices exist in Russia too.,,_,"люди, общение",,,
взаимодействие,5772,interaction,,N.Neut.Inan,B2,LM,2,взаимодействие,Nom.Sing,Это взаимодействие будет продолжено на более регулярной основе.,This interaction will continue on a more regular basis.,,_,"люди, общение",,,
взаимодействие,5773,interaction,,N.Neut.Inan,B2,LM,3,взаимодействии,Loc.Sing,Соглашение о взаимодействии между государствами было подписано в Вашингтоне.,An agreement concerning cooperation between the countries was signed in Washington DC.,,_,"люди, общение",,,
взаимосвязь,5774,relationship,,N.Fem.Inan,B2,LM,1,взаимосвязь,Nom.Sing,Взаимосвязь курения и депрессии точно установлена.,The relationship between smoking and depression is well established.,,_,"общение, учёба/работа",,,
взаимосвязь,5775,relationship,,N.Fem.Inan,B2,LM,2,взаимосвязи,Gen.Sing,Нет никакой взаимосвязи между этими двумя событиями.,There is no connection between those two events.,,_,"общение, учёба/работа",,,
взаимосвязь,5776,relationship,,N.Fem.Inan,B2,LM,3,взаимосвязях,Loc.Plur,"Разбираясь в этих запутанных взаимосвязях, психотерапевт сам порой теряет здоровье.","In making sense of these complicated relationships, the health of the therapist sometimes suffers as well.",,_,"общение, учёба/работа",,,
взвешивать,5777,weigh,,V,B2,LM,1,взвешивал,Imperf.Masc.Sing.Past,Он взвешивал своего пса ежедневно.,He weighed his dog every day.,,_,мера,,,
взволновать,5778,excite,,A,B2,LM,1,взволнован,Perf.PastPassiveParticiple.Masc.Sing,Он был очень взволнован появлением этой женщины.,He was very excited by the appearance of this woman.,,_,"описание, люди, внутренний мир",,,
взволновать,5779,excite,,A,B2,LM,2,взволнованный,Perf.PastPassiveParticiple.Nom.Masc.Sing,"Через десять минут он вышел оттуда, взволнованный и порозовевший.","Ten minutes later he came out, flushed and excited.",,_,"описание, люди, внутренний мир",,,
взволновать,5780,excite,,A,B2,LM,3,взволнованное,Perf.PastPassiveParticiple.Nom.Neut.Sing,Мне пришло взволнованное письмо от родственников из Сибири.,I received an excited letter from my relatives who live in Siberia.,,_,"описание, люди, внутренний мир",,,
вздрагивать,5781,shudder,,V,B2,LM,1,вздрагивал,Imperf.Masc.Sing.Past,"Он нервно вздрагивал, когда кто-то входил в комнату.",He shuddered nervously when someone entered the room.,,_,"люди, внутренний мир",,,
вздрагивать,5782,shudder,,V,B2,LM,2,вздрагивает,Imperf.Sing.3,"«Паша!» — кричит ему Оля, и он вздрагивает от неожиданности.","""Pasha!"", Olya shouts at him and he shudders in surprise.",,_,"люди, внутренний мир",,,
вздрагивать,5783,shudder,,V,B2,LM,3,вздрагивая,Imperf.Gerund,"Он сидел, вздрагивая от малейшего шума.",He sat and shivered at the slightest noise.,,_,"люди, внутренний мир",,,
вздыхать,5784,sigh,,V,B2,LM,1,вздыхает,Imperf.Sing.3,"«Я ничего не понимаю, ― вздыхает она наконец, ― как такое могло произойти?»","""I don't understand how such a thing could happen"", she finally sighs.",,_,"общение, внутренний мир",,,
вздыхать,5785,sigh,,V,B2,LM,2,вздыхала,Imperf.Fem.Sing.Past,"«Не родись красивым, а родись счастливым», ― философски вздыхала бабушка и поджимала губы.","""Don't be born beautiful, but be born happy"", my grandmother sighed philosophically and pursed her lips.",,_,"общение, внутренний мир",,,
вздыхать,5786,sigh,,V,B2,LM,3,вздыхали,Imperf.Plur.Past,"Они сидели и вздыхали, вспоминая свою молодость.","They sat and sighed, remembering their youth.",,_,"общение, внутренний мир",,,
взлетать,5787,take off,,V,B2,LM,1,взлетают,Imperf.Plur.3,В такую погоду самолёты не взлетают — это опасно!,In such weather planes do not take off — it's dangerous!,,_,транспорт,,,
взлетать,5788,take off,,V,B2,LM,2,взлетаю,Imperf.Sing.1,"После того, как я занялся спортом, я не хожу по лестницам, а буквально взлетаю по ним наверх.","Ever since I started doing sports, I don't walk up stairs, I literally fly up them.",,_,транспорт,,,
взлетать,5789,take off,,V,B2,LM,3,взлетает,Imperf.Sing.3,Самолёт взлетает и садится по чётким указаниям диспетчера.,The plane takes off and lands according to the precise instructions of the air traffic controller.,,_,транспорт,,,
взрыв,5790,explosion,,N.Masc.Inan,B2,LM,1,взрыв,Nom.Sing,"По словам очевидцев, взрыв прогремел в десять утра.","According to witnesses, the explosion was heard at ten in the morning.",,_,политика,,,
взрыв,5791,explosion,,N.Masc.Inan,B2,LM,2,взрыва,Gen.Sing,В результате взрыва погибли двадцать человек.,Twenty people died as a result of the explosion.,,_,политика,,,
взрыв,5792,explosion,,N.Masc.Inan,B2,LM,3,взрывов,Gen.Plur,Вдали мы услышали серию взрывов.,In the distance we heard a series of explosions.,,_,политика,,,
взрывать,5793,explode,,V,B2,LM,1,взрывают,Imperf.Plur.3,Этот регион считается мирным: тут не стреляют и не взрывают.,This region is considered peaceful: there are no shootings or explosions.,,_,политика,,,
взрывать,5794,explode,,V,B2,LM,2,взрывать,Imperf.Inf,"Чтобы снести башню, её пришлось взрывать.","In order to demolish the tower, they had to blow it up.",,_,политика,,,
взрывать,5795,explode,,V,B2,LM,3,взрывая,Imperf.Gerund,"Противник отступает, взрывая мосты.","The enemy is retreating, blowing up bridges on the way.",,_,политика,,,
взятка,5796,bribe,,N.Fem.Inan,B2,LM,1,взятки,Acc.Plur,"Существует утверждение, что если чиновнику платить много, он не будет брать взятки.","There is a belief that if an official gets a good salary, he will not take bribes.",,_,политика,,,
взятка,5797,bribe,,N.Fem.Inan,B2,LM,2,взятку,Acc.Sing,За помощь в решении дела он дал судье взятку.,In order to get help in solving the case he gave the judge a bribe.,,_,политика,,,
взятка,5798,bribe,,N.Fem.Inan,B2,LM,3,взятка,Nom.Sing,"Ты что, не понимаешь, что взятка — это преступление?",Don't you understand that bribery is a crime?,,_,политика,,,
взяться,5799,undertake,,V,B2,LM,1,взялся,Perf.Masc.Sing.Past,"Как только новый директор приехал, он сразу взялся за работу.","As soon as the new director arrived, he immediately set to work.",,_,люди,,,
взяться,5800,undertake,,V,B2,LM,2,взялась,Perf.Fem.Sing.Past,Откуда взялась такая высокая цена? Это же всего лишь картошка.,Where did such a high price come from? They're just potatoes.,,_,люди,,,
взяться,5801,undertake,,V,B2,LM,3,взялись,Perf.Plur.Past,Для проведения реформ за дело взялись экономисты.,In order to carry out the reforms economists got involved in the process.,,_,люди,,,
видеокамера,5802,video camera,,N.Fem.Inan,B2,"Golosa, LM",1,видеокамеру,Acc.Sing,Ты взял с собой видеокамеру?,Did you bring a video camera?,,_,свободное время,,,
видеокамера,5803,video camera,,N.Fem.Inan,B2,"Golosa, LM",2,видеокамерой,Ins.Sing,В путешествия я езжу с видеокамерой.,When I travel I take a video camera with me.,,_,свободное время,,,
видеокамера,5804,video camera,,N.Fem.Inan,B2,"Golosa, LM",3,видео,Gen.Plur,,_,,_,свободное время,,,
видеомагнитофон,5805,VCR,,N.Masc.Inan,B2,LM,1,видеомагнитофон,Acc.Sing,,_,,_,свободное время,,,
видеомагнитофон,5806,VCR,,N.Masc.Inan,B2,LM,2,видеомагнитофона,Gen.Sing,,_,,_,свободное время,,,
видеться,5807,see each other,,V,B2,"MiP, LM",1,видится,Imperf.Sing.3,Большое видится на расстоянии.,Big things are better seen from a distance.,,_,"люди, общение",,,
видеться,5808,see each other,,V,B2,"MiP, LM",2,виделось,Imperf.Neut.Sing.Past,"Отсюда, из Америки, всё это виделось совсем иным, чем из России.","From here, in America, it all seemed very different than in Russia.",,_,"люди, общение",,,
видеться,5809,see each other,,V,B2,"MiP, LM",3,виделись,Imperf.Plur.Past,В последние годы мы редко виделись со школьными друзьями.,In the past few years we've gotten together with our school friends rarely.,,_,"люди, общение",,,
видный,5810,visible,,A,B2,LM,1,видно,Adverb,"Как видно из первого графика, в последние два года наблюдается значительный экономический рост.","As the first graph shows, significant economic growth has been observed during the past two years.",,_,описание,,,
видный,5811,visible,,A,B2,LM,2,видны,Plur,В безоблачную погоду отсюда видны горы.,"When there are no clouds, you can see the mountains from here.",,_,описание,,,
видный,5812,visible,,A,B2,LM,3,видна,Fem.Sing,Из окна моей комнаты была видна только серая детская больница.,I could see only the gray children's hospital from the window of my room.,,_,описание,,,
визит,5813,visit,,N.Masc.Inan,B2,LM,1,визита,Gen.Sing,В программу визита входили встречи с ведущими менеджерами в центральном офисе и с разработчиками в исследовательском центре.,The program of the visit included meetings with leading managers in the central office and with developers in the research center.,,_,"люди, общение",,,
визит,5814,visit,,N.Masc.Inan,B2,LM,2,визит,Nom.Sing,Ответный визит президента России в Японию состоится в августе.,The Russian President's return visit to Japan will take place in August.,,_,"люди, общение",,,
визит,5815,visit,,N.Masc.Inan,B2,LM,3,визитом,Ins.Sing,Госсекретарь США Джон Керри 12 мая приехал с официальным визитом в Сочи.,"US Secretary of State John Kerry arrived on an official visit to Sochi on May, 12th.",,_,"люди, общение",,,
визитка,5816,business card,,N.Fem.Inan,B2,LM,1,визитки,Acc.Plur,"Борис Викторович, вы подготовили визитки?","Boris Viktorovich, have you prepared the business cards?",,_,"люди, учёба/работа",,,
виноватый,5817,guilty,,A,B2,LM,1,виноват,Masc.Sing,Я ни в чём не виноват!,I’m not guilty of anything!,,_,"описание, люди, учёба/работа",,,
виноватый,5818,guilty,,A,B2,LM,2,виновата,Fem.Sing,"Я же не виновата, что они передумали проводить свадьбу в нашем ресторане.",It's not my fault that they changed their minds about having the wedding at our restaurant.,,_,"описание, люди, учёба/работа",,,
виноватый,5819,guilty,,A,B2,LM,3,виноваты,Plur,"У тебя всегда только другие виноваты, а ты сам — никогда.","You always think that others are to blame, and never think that it is your fault.",,_,"описание, люди, учёба/работа",,,
вирус,5820,virus,,N.Masc.Inan,B2,LM,1,вируса,Gen.Sing,Первые клинические испытания вакцины против вируса иммунодефицита человека закончились неудачей.,The first clinical trials of a vaccine against the human immunodeficiency virus failed.,,_,здоровье,,,
вирус,5821,virus,,N.Masc.Inan,B2,LM,2,вирусов,Gen.Plur,Химическим путём исследователи искусственно создали один из страшнейших вирусов ― возбудитель полиомиелита ― и даже проверили его на мышах.,"Using chemical procedures, researchers have artificially produced one of the most terrible viruses — the one that causes polio ― and even tested it on mice.",,_,здоровье,,,
вирус,5822,virus,,N.Masc.Inan,B2,LM,3,вирус,Nom.Sing,Этот вирус невероятно устойчивый к факторам среды.,This virus is incredibly resistant to environmental factors.,,_,здоровье,,,
висок,5823,temple,,N.Masc.Inan,B2,LM,1,виску,Dat.Sing,Преступник выбил ей два зуба и ударил по виску.,The criminal knocked out two of her teeth and hit her on the temple.,,_,люди,,,
висок,5824,temple,,N.Masc.Inan,B2,LM,2,висок,Acc.Sing,"Удар в висок очень опасен, потому что может привести к потере зрения или даже смерти.",A blow to the temple is very dangerous because it can lead to loss of vision or even death.,,_,люди,,,
висок,5825,temple,,N.Masc.Inan,B2,LM,3,висков,Gen.Plur,"Семён так устал, что с висков у него стекал пот.",Semyon was so tired that he had sweat running down his temples.,,_,люди,,,
витамин,5826,vitamin,,N.Masc.Inan,B2,LM,1,витамина,Gen.Sing,Зимой жителям северных стран часто не хватает витамина D.,During winter inhabitants of the Nordic countries often have vitamin D deficiency.,,_,здоровье,,,
витамин,5827,vitamin,,N.Masc.Inan,B2,LM,2,витамин,Nom.Sing,"А ты не знаешь, витамин А полезен для кожи?",Do you know whether vitamin A is good for the skin?,,_,здоровье,,,
витамин,5828,vitamin,,N.Masc.Inan,B2,LM,3,витаминов,Gen.Plur,Врач назначил мне приём витаминов.,The doctor prescribed me vitamins.,,_,здоровье,,,
витрина,5829,showcase,,N.Fem.Inan,B2,LM,1,витрины,Gen.Sing,"К сожалению, остался только хлеб с витрины. Будете брать?",Unfortunately the only bread we have left is what's in the showcase. Do you want to take it?,,_,магазин,,,
витрина,5830,showcase,,N.Fem.Inan,B2,LM,2,витринах,Loc.Plur,В витринах магазинов всё было подготовлено к Новому году.,Everything was prepared for the New year in the shop windows.,,_,магазин,,,
витрина,5831,showcase,,N.Fem.Inan,B2,LM,3,витриной,Ins.Sing,"Стоянка длилась час, и весь час мы стояли перед витриной и разглядывали иранские миниатюры из слоновой кости.",The stop lasted an hour and for the whole hour we stood in front of a shop window and looked at Iranian ivory miniatures.,,_,магазин,,,
вишня,5832,cherry,,N.Fem.Inan,B2,LM,1,вишня,Nom.Sing,"Больше всего мне нравится, как цветёт вишня.",Most of all I like the cherry blossoms.,,_,"еда, магазин, животные/растения",,,
вишня,5833,cherry,,N.Fem.Inan,B2,LM,2,вишни,Gen.Sing,Я не удержался и съел целую тарелку вишни.,I couldn't resist eating the whole plate of cherries.,,_,"еда, магазин, животные/растения",,,
вишня,5834,cherry,,N.Fem.Inan,B2,LM,3,вишню,Acc.Sing,"Я не люблю вишню, мне больше нравится клубника.","I don't like cherries, I prefer strawberries.",,_,"еда, магазин, животные/растения",,,
вкладывать,5835,invest,,V,B2,LM,1,вкладывать,Imperf.Inf,"Моя бабушка всегда говорила, что деньги нужно вкладывать в бизнес, а не тратить до последнего рубля.","My grandmother always said that money should be invested in business, not spent to the last ruble.",,_,"люди, учёба/работа",,,
вкладывать,5836,invest,,V,B2,LM,2,вкладывает,Imperf.Sing.3,Доходы от бизнеса он вкладывает в своё новое кафе.,He invests the revenue of the business in his new cafe.,,_,"люди, учёба/работа",,,
вкладывать,5837,invest,,V,B2,LM,3,вкладывают,Imperf.Plur.3,Мои родители вкладывают деньги в акции.,My parents are investing in stocks.,,_,"люди, учёба/работа",,,
вкус,5838,taste,,N.Masc.Inan,B2,LM,1,вкус,Acc.Sing,Эта вишня кислая на вкус.,This cherry tastes sour.,,_,еда,,,
вкус,5839,taste,,N.Masc.Inan,B2,LM,2,вкусом,Ins.Sing,"Купи мне конфеты со вкусом клубники, пожалуйста.","Buy me some strawberry flavored candy, please.",,_,еда,,,
вкус,5840,taste,,N.Masc.Inan,B2,LM,3,вкусу,Dat.Sing,Солите мясо по вкусу.,Salt the meat according to your own taste.,,_,еда,,,
владелец,5841,owner,,N.Masc.Anim,B2,LM,1,владелец,Nom.Sing,"Оказалось, что владелец «Сибнефти» пришёл к мысли купить футбольный клуб не сразу.","It turned out that the owner of ""Sibneft"" was slow to get the idea to buy the football club.",,_,"люди, учёба/работа",,,
владелец,5842,owner,,N.Masc.Anim,B2,LM,2,владельцы,Nom.Plur,Владельцы категорически отказались продавать свою компанию.,The owners flatly refused to sell their company.,,_,"люди, учёба/работа",,,
владелец,5843,owner,,N.Masc.Anim,B2,LM,3,владельцем,Ins.Sing,Вскоре Поль стал владельцем ещё трех известных ресторанов в Париже.,Paul soon became the owner of the three famous restaurants in Paris.,,_,"люди, учёба/работа",,,
владеть,5844,own,,V,B2,LM,1,владеет,Imperf.Sing.3,Ангелина владеет тремя языками в совершенстве.,Angelina speaks three languages perfectly.,,_,"люди, учёба/работа",,,
владеть,5845,own,,V,B2,LM,2,владеть,Imperf.Inf,"Он мечтал научиться владеть инструментом так же, как Мацуев.",He dreamed of learning how to play the instrument as well as the great Matsuev.,,_,"люди, учёба/работа",,,
владеть,5846,own,,V,B2,LM,3,владел,Imperf.Masc.Sing.Past,"Раньше он владел сетью казино, а теперь купил несколько отелей по всему миру.",He used to own a chain of casinos and now bought several hotels around the world.,,_,"люди, учёба/работа",,,
влажный,5847,wet,,A,B2,LM,1,влажных,Gen.Plur,У тебя случайно нет влажных салфеток?,Do you by chance have some wet wipes?,,_,описание,,,
влажный,5848,wet,,A,B2,LM,2,влажным,Ins.Masc.Sing,Она потрогала нос собаке. Он был влажным и тёплым.,She touched the dog's nose. It was wet and warm.,,_,описание,,,
влажный,5849,wet,,A,B2,LM,3,влажный,Nom.Masc.Sing,С моря дул влажный прохладный ветер.,A humid cool wind blew from the sea.,,_,описание,,,
властный,5850,government,,A,B2,LM,1,властными,Ins.Plur,Мы пытаемся наладить диалог с властными структурами.,We are trying to establish a dialogue with the authorities.,,_,"описание, внутренний мир, политика",,,
властный,5851,government,,A,B2,LM,2,властной,Gen.Fem.Sing,Он был частью властной вертикали.,He was part of the government's hierarchy.,,_,"описание, внутренний мир, политика",,,
властный,5852,government,,A,B2,LM,3,властных,Gen.Plur,"В состав комиссии вошли тридцать руководителей властных структур, СМИ и общественных организаций.","The commission included thirty heads of government agencies, mass media and public organizations.",,_,"описание, внутренний мир, политика",,,
