Target language lemma,ID,User language gloss,English gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Target language example sentence,User language translation,English translation,Reference,Topic(s),Lesson,
переносной,8826,portable,,A,B2,LM,2,переносной,Inan.Acc.Masc.Sing,Внуки принесли бабушке в больницу маленький переносной телевизор.,The grandchildren brought a small portable TV to their grandmother at the hospital.,,_,описание,,
переключать,8827,switch,,V,B2,LM,1,переключаю,Imperf.Sing.1,"Я переключаю канал каждый раз, когда начинается реклама.",I switch the channel every time commercials start.,,_,"свободное время, транспорт",,
переключать,8828,switch,,V,B2,LM,2,переключала,Imperf.Fem.Sing.Past,Лариса лениво переключала телеканалы.,Larisa sluggishly switched from one TV channel to another.,,_,"свободное время, транспорт",,
переключать,8829,switch,,V,B2,LM,3,переключая,Imperf.Gerund,"Водитель, переключая скорость, резко давил на педаль газа.",Whilst changing speed the driver suddenly pressed on the accelerator.,,_,"свободное время, транспорт",,
перекусить,8830,have a bite,,V,B2,LM,1,перекусить,Perf.Inf,"Между уроками есть перерыв, когда можно перекусить.",There is a break between lessons when you can have a bite to eat.,,_,еда,,
переписка,8831,correspondence,,N.Fem.Inan,B2,LM,1,переписку,Acc.Sing,Арсений ведёт переписку со всем миром через Интернет.,Arseny is in contact with the whole world via the Internet.,,_,общение,,
переписка,8832,correspondence,,N.Fem.Inan,B2,LM,2,переписки,Gen.Sing,Уважайте право на тайну личной переписки.,Respect the right to privacy of personal correspondence.,,_,общение,,
переписка,8833,correspondence,,N.Fem.Inan,B2,LM,3,переписка,Nom.Sing,Недолгая переписка не привела ни к чему серьёзному.,The brief correspondence did not lead to anything serious.,,_,общение,,
перелагать,8834,_,,V,B2,LM,1,перекладывать,Imperf.Inf,Не нужно перекладывать ответственность на подчинённых.,There's no need to shift the responsibility to the subordinates.,,_,учёба/работа,,
переодеваться,8835,change clothes,,V,B2,LM,1,переодеваются,Imperf.Plur.3,В течение спектакля актёры несколько раз переодеваются.,During a performance the actors change costumes several times.,,_,одежда,,
переодеваться,8836,change clothes,,V,B2,LM,2,переодеваться,Imperf.Inf,Обычно мама помогает маленькой дочке переодеваться.,Usually mom helps her little daughter change clothes.,,_,одежда,,
переодеваться,8837,change clothes,,V,B2,LM,3,переодевалась,Imperf.Fem.Sing.Past,"Вернувшись с работы, мама всегда переодевалась в голубое платье.","When she got home from work, my mother always changed into a blue dress.",,_,одежда,,
возникать,8838,appear,,V,B2,LM,1,возникает,Imperf.Sing.3,"Прежде всего, возникает вопрос: кто виноват?","First of all, the question arises: who is to blame?",,_,время,,
возникать,8839,appear,,V,B2,LM,2,возникают,Imperf.Plur.3,Ночью в голове возникают странные мысли.,Strange thoughts appear in my head at night.,,_,время,,
возникать,8840,appear,,V,B2,LM,3,возникали,Imperf.Plur.Past,Иногда в классе возникали конфликты.,Sometimes conflicts arose in the classroom.,,_,время,,
приходиться,8841,must,,V,B2,LM,1,приходится,Imperf.Sing.3,Всем нам иногда приходится чем-то жертвовать.,Sometimes we all have to sacrifice something.,,_,внутренний мир,,
приходиться,8842,must,,V,B2,LM,2,приходилось,Imperf.Neut.Sing.Past,Мне ещё ни разу не приходилось оставаться после работы.,I have never had to stay after work.,,_,внутренний мир,,
приходиться,8843,must,,V,B2,LM,3,приходиться,Imperf.Inf,На одного врача в больнице должно приходиться несколько медсестер.,In a hospital there should be several nurses per doctor.,,_,внутренний мир,,
переписываться,8844,correspond,,V,B2,"Golosa, LM",1,переписываться,Imperf.Inf,Через несколько лет братья снова начали переписываться.,"A few years later, the brothers began to correspond again.",,_,общение,,
переписываться,8845,correspond,,V,B2,"Golosa, LM",2,переписывался,Imperf.Masc.Sing.Past,В молодости Ваня ещё часто переписывался со школьными друзьями.,"In his youth, Vanya still often corresponded with his school friends.",,_,общение,,
переписываться,8846,correspond,,V,B2,"Golosa, LM",3,переписывались,Imperf.Plur.Past,"Прежде чем встретиться, мы долго переписывались. ","Before we met, we corresponded for a long time.",,_,общение,,
перец,8847,pepper,,N.Masc.Inan,B2,"LM, Поехали",1,перец,Acc.Sing,В суп нужно обязательно добавить соль и перец.,Salt and pepper must be added to the soup.,,_,еда,,
перец,8848,pepper,,N.Masc.Inan,B2,"LM, Поехали",2,перца,Gen.Sing,В этом салате не должно быть перца.,There shouldn't be any pepper in this salad.,,_,еда,,
перец,8849,pepper,,N.Masc.Anim,B2,"LM, Поехали",3,перцы,Nom.Plur,Сладкие перцы лежат в холодильнике на нижней полке.,Sweet peppers are in the refrigerator on the bottom shelf.,,_,еда,,
перила,8850,railing,,N.Neut.Inan,B2,LM,1,перилам,Dat.Plur,Наташа устало прислонилась к перилам.,Natasha leaned against the railing wearily.,,_,жильё,,
перила,8851,railing,,N.Neut.Inan,B2,LM,2,перил,Gen.Plur,Соня старалась не касаться холодных перил.,Sonya tried not to touch the cold railing.,,_,жильё,,
перила,8852,railing,,N.Inan,B2,LM,3,перилами,Ins.Plur,Я посильнее наклонился над перилами и увидел Нику.,I leant over the railing a bit more and saw Nika.,,_,жильё,,
периодический,8853,recurrent,,A,B2,LM,1,периодических,Gen.Plur,Из-за периодических кризисов люди больше не доверяют банкам.,"Because of recurrent crises, people don't trust banks anymore.",,_,описание,,
периодический,8854,recurrent,,A,B2,LM,2,периодические,Nom.Plur,Периодические головные боли могут быть признаком заболевания.,Recurrrent headaches can be a sign of an illness.,,_,описание,,
периодический,8855,recurrent,,A,B2,LM,3,периодического,Gen.Neut.Sing,Инженер объяснил руководству необходимость периодического обслуживания старого оборудования.,The engineer explained the need for regular maintenance of old equipment to management.,,_,описание,,
персик,8856,peach,,N.Masc.Inan,B2,"LM, Поехали",1,персиками,Ins.Plur,Папа привёз с юга большую коробку с персиками и абрикосами.,The father brought a big box of peaches and apricots from the south.,,_,еда,,
персик,8857,peach,,N.Masc.Inan,B2,"LM, Поехали",2,персики,Nom.Plur,Персики зимой слишком дорогие.,Peaches are too expensive in winter.,,_,еда,,
персик,8858,peach,,N.Masc.Inan,B2,"LM, Поехали",3,персика,Gen.Sing,Павел добавил в кашу несколько кусочков персика.,Pavel added a few pieces of peach to his porridge.,,_,еда,,
перспектива,8859,prospects,,N.Fem.Inan,B2,"MiP, LM",1,перспективы,Nom.Plur,"Не бросай учёбу, у тебя хорошие перспективы.","Don't drop out of school, you have good prospects.",,_,учёба/работа,,
перспектива,8860,prospects,,N.Fem.Inan,B2,"MiP, LM",2,перспективе,Loc.Sing,В перспективе с помощью искусственного интеллекта можно будет решить ряд проблем. ,"In the future, with the help of artificial intelligence it will be possible to solve a number of problems.",,_,учёба/работа,,
перспектива,8861,prospects,,N.Fem.Inan,B2,"MiP, LM",3,перспективу,Acc.Sing,Необходимо на перспективу учесть рекомендации критиков.,"Thinking long-term, it is necessary to take into account the critics' recommendations.",,_,учёба/работа,,
перспективный,8862,promising,,A,B2,LM,1,перспективных,Gen.Plur,В нашем футбольном клубе нет перспективных молодых игроков.,Our football club does not have any promising young players.,,_,учёба/работа,,
перспективный,8863,promising,,A,B2,LM,2,перспективный,Nom.Masc.Sing,Самый перспективный вариант развития был представлен молодым участником.,The most promising development option was presented by a young participant.,,_,учёба/работа,,
перспективный,8864,promising,,A,B2,LM,3,перспективное,Nom.Neut.Sing,Энергетика — это самое перспективное направление российско-китайского сотрудничества.,Energy is the most promising area of Russian-Chinese cooperation.,,_,учёба/работа,,
пессимизм,8865,pessimism,,N.Masc.Inan,B2,LM,1,пессимизм,Acc.Sing,Эксперты выражают пессимизм по поводу развития промышленности. ,Experts are expressing pessimism towards the industry's development.,,_,внутренний мир,,
пессимизм,8866,pessimism,,N.Masc.Inan,B2,LM,2,пессимизма,Gen.Sing,"Хоть мы и проиграли, это ещё не повод для пессимизма.","Even though we lost, there's no reason to be pessimistic.",,_,внутренний мир,,
пессимистический,8867,pessimistic,,A,B2,LM,1,пессимистическое,Nom.Neut.Sing,Перед экзаменом всегда появляется пессимистическое настроение.,A pessimistic atmosphere always appears before an exam.,,_,внутренний мир,,
пессимистический,8868,pessimistic,,A,B2,LM,2,пессимистический,Nom.Masc.Sing,Пессимистический прогноз не оправдался.,The pessimistic forecast did not materialize.,,_,внутренний мир,,
пессимистический,8869,pessimistic,,A,B2,LM,3,пессимистическая,Nom.Fem.Sing,В Испании часто звучит пессимистическая оценка действий правительства.,A pessimistic evaluation of government actions is common in Spain.,,_,внутренний мир,,
песчаный,8870,sandy,,A,B2,LM,1,песчаный,Inan.Acc.Masc.Sing,Лодка мягко ударилась о песчаный берег.,The boat softly hit the sandy shore.,,_,описание,,
песчаный,8871,sandy,,A,B2,LM,2,песчаные,Nom.Plur,Песчаные пляжи - визитная карточка Крыма.,Sandy beaches are a showpeace of Crimea.,,_,описание,,
песчаный,8872,sandy,,A,B2,LM,3,песчаном,Loc.Masc.Sing,На песчаном берегу реки загорают отдыхающие.,The vacationers are sunbathing on the sandy river bank.,,_,описание,,
петрушка,8873,parsley,,N.Fem.Inan,B2,LM,1,петрушку,Acc.Sing,При подаче на стол добавьте в суп петрушку и другие травы.,When serving add parsley and other herbs to the soup.,,_,еда,,
петрушка,8874,parsley,,N.Fem.Inan,B2,LM,2,петрушкой,Ins.Sing,Для красоты готовое блюдо можно посыпать петрушкой.,For a better appearance you can sprinkle the finished dish with parsley.,,_,еда,,
петрушка,8875,parsley,,N.Fem.Inan,B2,LM,3,петрушки,Gen.Sing,В этом салате нет петрушки? ,Is there no parsley in this salad?,,_,еда,,
петух,8876,rooster,,N.Masc.Anim,B2,LM,1,петухом,Ins.Sing,По двору гуляют куры с петухом. ,Chickens and a rooster are walking around the yard.,,_,животные/растения,,
петух,8877,rooster,,N.Masc.Anim,B2,LM,2,петуха,Acc.Sing,Такого красивого петуха я раньше никогда не видел.,I have never seen such a beautiful rooster before.,,_,животные/растения,,
петух,8878,rooster,,N.Masc.Anim,B2,LM,3,петух,Nom.Sing,Петух воинственно расправил крылья.,The rooster belligerently spread its wings.,,_,животные/растения,,
печаль,8879,sadness,,N.Fem.Inan,B2,LM,1,печаль,Nom.Sing,Печаль и тревога не дают матери уснуть.,Sadness and anxiety prevent the mother from falling asleep.,,_,внутренний мир,,
печаль,8880,sadness,,N.Fem.Inan,B2,LM,2,печалью,Ins.Sing,Станислав сел и с печалью стал смотреть на смеющихся друзей.,"Stanislav sat down and looked sadly at his friends, who were laughing.",,_,внутренний мир,,
печаль,8881,sadness,,N.Fem.Inan,B2,LM,3,печали,Gen.Sing,Увольнение - не повод для печали!,Getting fired is no reason to be sad!,,_,внутренний мир,,
печальный,8882,sad,,A,B2,LM,1,печальный,Nom.Masc.Sing,У обеих девушек был очень печальный вид.,Both girls had a very sad look.,,_,внутренний мир,,
печальный,8883,sad,,A,B2,LM,2,печальную,Acc.Fem.Sing,Дедушка рассказал нам одну печальную историю.,Grandfather told us a sad story.,,_,внутренний мир,,
печальный,8884,sad,,A,B2,LM,3,печальной,Ins.Fem.Sing,"Раньше моя жена всегда была весёлой, а теперь стала печальной.","My wife used to always be cheerful, but now she has gotten sad.",,_,внутренний мир,,
печать,8885,seal,,N.Fem.Inan,B2,"Golosa, LM",1,печати,Gen.Sing,Без печати справка недействительна. ,The certificate is invalid without a stamp.,,_,учёба/работа,,
печать,8886,seal,,N.Fem.Inan,B2,"Golosa, LM",2,печать,Acc.Sing,Не забудьте поставить печать на каждой странице.,Do not forget to stamp each page.,,_,учёба/работа,,
печать,8887,seal,,N.Fem.Inan,B2,"Golosa, LM",3,печатями,Ins.Plur,Реальная история до сих пор остаётся тайной за семью печатями.,The true story is still a conundrum.,,_,учёба/работа,,
печень,8888,liver,,N.Fem.Inan,B2,LM,1,печени,Gen.Sing,Новое лекарство может вылечить самые серьёзные болезни печени.,A new medicine can cure the most serious liver diseases.,,_,здоровье,,
печень,8889,liver,,N.Fem.Inan,B2,LM,2,печень,Nom.Sing,При употреблении алкоголя с лекарствами страдает печень.,"When drinking alcohol with medication, the liver gets afflicted.",,_,здоровье,,
печка,8890,stove,,N.Fem.Inan,B2,LM,1,печку,Acc.Sing,Зимой мы топим печку дровами. ,In winter we burn firewood in the stove.,,_,жильё,,
печка,8891,stove,,N.Fem.Inan,B2,LM,2,печки,Gen.Sing,Вечером все дети собираются у печки. ,In the evening all the children gather around the stove.,,_,жильё,,
печка,8892,stove,,N.Fem.Inan,B2,LM,3,печкой,Ins.Sing,Кровать стоит между шкафом и печкой.,The bed is between the wardrobe and the stove.,,_,жильё,,
печь,8893,stove,,N.Fem.Inan,B2,LM,1,печь,Acc.Sing,Пирог нужно поставить в печь на два часа.,The pie must be put in the oven for two hours.,,_,жильё,,
печь,8894,stove,,N.Fem.Inan,B2,LM,2,печи,Gen.Sing,Пора вынимать хлеб из печи.,It's time to take the bread out of the oven.,,_,жильё,,
печь,8895,bake,,V,B2,LM,3,печёт,Imperf.Sing.3,Катерина с удовольствием печёт пироги для всей семьи.,Katerina is happy to bake pies for the whole family.,,_,еда,,
пешеход,8896,pedestrian,,N.Masc.Anim,B2,LM,1,пешехода,Gen.Sing,Сколько можно! Мы же едем со скоростью пешехода!,Come on! We're driving at a snail's pace!,,_,транспорт,,
пешеход,8897,pedestrian,,N.Masc.Anim,B2,LM,2,пешеходов,Gen.Plur,Пешеходов не видно в темноте.,Pedestrians are not visible in the dark.,,_,транспорт,,
пианист,8898,pianist,,N.Masc.Anim,B2,LM,1,пианисты,Nom.Plur,Многие пианисты выступали в этом доме.,Many pianists have performed in this house.,,_,"учёба/работа, свободное время",,
пламя,8899,flame,,N.Neut.Inan,B2,LM,1,пламя,Nom.Sing,Пламя свечи отражается в зеркале.,The candle flame is reflected in the mirror.,,_,жильё,,
планета,8900,planet,,N.Fem.Inan,B2,LM,1,планет,Gen.Plur,На астрономии дети изучают законы движения планет.,In astronomy classes children learn the laws of planetary motion.,,_,путешествие,,
планета,8901,planet,,N.Fem.Inan,B2,LM,2,планеты,Gen.Sing,"Журнал ""Форбс"" опубликовал список самых богатых людей планеты. ",Forbes magazine has published a list of the richest people on the planet.,,_,путешествие,,
планета,8902,planet,,N.Fem.Inan,B2,LM,3,планете,Loc.Sing,Без микробов жизнь на планете была бы невозможна.,Without microorganisms life on our planet would be impossible.,,_,путешествие,,
переполнять,8903,overfill,,A,B2,LM,1,переполняющую,Acc.Fem.Sing,"Она хотела подарить ему любовь, переполняющую её душу.","She wanted to give him love, overwhelming her soul.",,_,внутренний мир,,
переполнять,8904,overfill,,V,B2,LM,2,переполняет,Imperf.Sing.3,Моё сердце переполняет радость за тебя.,My heart is filled with joy for you.,,_,внутренний мир,,
пластиковый,8905,plastic,,A,B2,LM,1,пластиковых,Gen.Plur,Во многих странах налажена переработка пластиковых бутылок.,Many countries recycle plastic bottles.,,_,"еда, описание",,
пластиковый,8906,plastic,,A,B2,LM,2,пластиковые,Nom.Plur,Пластиковые стаканчики засоряют планету.,Plastic bags pollute the planet.,,_,"еда, описание",,
пластиковый,8907,plastic,,A,B2,LM,3,пластиковыми,Ins.Plur,В пути придётся есть пластиковыми вилками.,On our way we will have to eat with plastic forks.,,_,"еда, описание",,
пластмассовый,8908,plastic,,A,B2,LM,1,пластмассовыми,Ins.Plur,Дети зашли в летнее кафе с пластмассовыми столами и стульями.,Children went into a summer café with plastic tables and chairs.,,_,"еда, описание",,
пластмассовый,8909,plastic,,A,B2,LM,2,пластмассовым,Ins.Masc.Sing,Сложно нарезать хлеб пластмассовым ножом.,It is difficult to cut bread with a plastic knife.,,_,"еда, описание",,
пластмассовый,8910,plastic,,A,B2,LM,3,пластмассовые,Inan.Acc.Plur,"Мы часто уезжаем, поэтому покупаем домой только пластмассовые растения.","We often go away, so we only buy plastic plants at home.",,_,"еда, описание",,
пластырь,8911,band aid,,N.Masc.Inan,B2,LM,1,пластырь,Nom.Sing,Пластырь наклеен на пятку.,The band aid is attached to the heel.,,_,здоровье,,
пластырь,8912,band aid,,N.Masc.Inan,B2,LM,2,пластыря,Gen.Sing,Ни у кого случайно нет пластыря?,Does anyone by chance have a band aid?,,_,здоровье,,
пластырь,8913,band aid,,N.Masc.Inan,B2,LM,3,пластыри,Nom.Plur,В аптечке обязательно должны быть пластыри. ,A first-aid kit must include band aids.,,_,здоровье,,
платный,8914,paid,,A,B2,"Golosa, LM",1,платные,Nom.Plur,"Помимо основной программы, в нашем университете есть платные языковые курсы.","In addition to the main program, our university provides paid language courses.",,_,"учёба/работа, описание",,
платный,8915,paid,,A,B2,"Golosa, LM",2,платных,Gen.Plur,В Москве увеличено количество платных парковок.,The number of paid parking lots in Moscow has increased.,,_,"учёба/работа, описание",,
платный,8916,paid,,A,B2,"Golosa, LM",3,платными,Ins.Plur,Пациенты не хотят пользоваться платными медицинскими услугами.,Patients do not want to use paid medical services.,,_,"учёба/работа, описание",,
племянник,8917,nephew,,N.Masc.Anim,B2,"Golosa, LM",1,племянник,Nom.Sing,Мой племянник скоро пойдёт в первый класс.,My nephew will start first grade soon.,,_,люди,,
племянник,8918,nephew,,N.Masc.Anim,B2,"Golosa, LM",2,племянников,Acc.Plur,Ольга много работала и редко видела своих племянников.,Olga worked a lot and rarely saw her nephews.,,_,люди,,
племянник,8919,nephew,,N.Masc.Anim,B2,"Golosa, LM",3,племянника,Gen.Sing,Сегодня в гости пришла жена моего племянника.,My nephew’s wife came to visit today.,,_,люди,,
племянница,8920,niece,,N.Fem.Anim,B2,"Golosa, LM",1,племянница,Nom.Sing,Племянница Сергея уехала в Италию.,Sergei's niece left for Italy.,,_,люди,,
племянница,8921,niece,,N.Fem.Anim,B2,"Golosa, LM",2,племянницы,Gen.Sing,Недавно Вера получила открытку от племянницы.,Vera recently received a postcard from her niece.,,_,люди,,
племянница,8922,niece,,N.Fem.Anim,B2,"Golosa, LM",3,племянницу,Acc.Sing,Я помню вашу племянницу ещё маленькой девочкой.,I remember your niece as a little girl.,,_,люди,,
плен,8923,captivity,,N.Masc.Inan,B2,LM,1,плен,Acc.Sing,Сидоров попал в плен в самом конце войны.,Sidorov was captured at the very end of the war.,,_,политика,,
плен,8924,captivity,,N.Masc.Inan,B2,LM,2,плену,Loc.Sing,Многие люди живут в плену стереотипов.,Many people are enthralled by stereotypes.,,_,политика,,
плен,8925,captivity,,N.Masc.Inan,B2,LM,3,плена,Gen.Sing,Дмитрий вернулся из плена в восемнадцатом году.,Dmitry returned from captivity in 1918.,,_,политика,,
плёнка,8926,film,,N.Fem.Inan,B2,LM,1,плёнку,Acc.Sing,Все покупки завёрнуты в прозрачную плёнку.,All purchases are wrapped in a transparent film.,,_,магазин,,
плёнка,8927,film,,N.Fem.Inan,B2,LM,2,плёнка,Nom.Sing,От действия крема на коже образуется защитная плёнка.,The cream acts as a protective layer on the skin.,,_,магазин,,
плёнка,8928,film,,N.Fem.Inan,B2,LM,3,плёнкой,Ins.Sing,Перед началом ремонта застелите пол полиэтиленовой плёнкой.,"Before the repairs start, cover the floor with a plastic sheet.",,_,магазин,,
плов,8929,pilaf,,N.Masc.Inan,B2,"Golosa, LM",1,плов,Acc.Sing,В узбекском реcторане готовят отличный плов. ,They cook excellent pilaf in the Uzbek restaurant.,,_,еда,,
плов,8930,pilaf,,N.Masc.Inan,B2,"Golosa, LM",2,пловом,Ins.Sing,Гостеприимный хозяин должен накормить всех гостей пловом.,A good host should feed all their guests with pilaf.,,_,еда,,
плов,8931,pilaf,,N.Masc.Inan,B2,"Golosa, LM",3,плова,Gen.Sing,В каждой кавказской деревне свои правила приготовления плова.,Each Caucasian village has its own customs for cooking pilaf.,,_,еда,,
пловец,8932,swimmer,,N.Masc.Anim,B2,LM,1,пловец,Nom.Sing,Американский пловец Майкл Фелпс завоевал восемь медалей за одни игры.,American swimmer Michael Phelps won eight medals at one Olympic Games.,,_,свободное время,,
плодотворный,8933,productive,,A,B2,LM,1,плодотворных,Gen.Plur,Новый фильм даёт повод для плодотворных дискуссий.,The new movie provokes stimulating discussions.,,_,"внутренний мир, учёба/работа",,
плодотворный,8934,productive,,A,B2,LM,2,плодотворными,Ins.Plur,"Надеемся, наши старания окажутся плодотворными.",We hope our efforts will prove worthwhile.,,_,"внутренний мир, учёба/работа",,
плодотворный,8935,productive,,A,B2,LM,3,плодотворным,Ins.Neut.Sing,Сотрудничество оказалось не очень плодотворным.,The collaboration didn't seem to be very effective.,,_,"внутренний мир, учёба/работа",,
пересаживаться,8936,transfer,,V,B2,LM,1,пересаживался,Imperf.Masc.Sing.Past,Илья несколько раз пересаживался с линии на линию и окончательно заблудился.,Ilya changed from line to line several times and in the end got lost.,,_,транспорт,,
пляж,8937,beach,,N.Masc.Inan,B2,"Golosa, LM",1,пляже,Loc.Sing,Каждое утро отдыхающие встречались на пляже.,Every morning the vacationers met on the beach.,,_,"свободное время, путешествие",,
пляж,8938,beach,,N.Masc.Inan,B2,"Golosa, LM",2,пляжа,Gen.Sing,В нашем городе нет хорошего пляжа.,There aren't any good beaches in our city.,,_,"свободное время, путешествие",,
пляж,8939,beach,,N.Masc.Inan,B2,"Golosa, LM",3,пляж,Nom.Sing,К вечеру пляж опустел.,By the evening the beach was empty.,,_,"свободное время, путешествие",,
пересказывать,8940,retell,,V,B2,LM,1,пересказывать,Imperf.Inf,Марина любит пересказывать истории из журналов и светские сплетни.,Marina loves to spread local gossip and stories from magazines.,,_,общение,,
пересказывать,8941,retell,,V,B2,LM,2,пересказывая,Imperf.Gerund,"Студенты весело болтали, пересказывая друг другу самые острые моменты экзамена. ","The students chatted cheerfully, recounting to each other the most pressing moments of the exam.",,_,общение,,
пересказывать,8942,retell,,V,B2,LM,3,пересказывали,Imperf.Plur.Past,Родители пересказывали детям старые легенды.,The parents told their children the old legends.,,_,общение,,
пневмония,8943,pneumonia,,N.Fem.Inan,B2,LM,1,пневмонии,Gen.Sing,В современном мире люди всё ещё умирают от пневмонии.,In the modern world people are still dying of pneumonia.,,_,здоровье,,
пневмония,8944,pneumonia,,N.Fem.Inan,B2,LM,2,пневмонию,Acc.Sing,"Если пневмонию не лечить, появляются опасные осложнения.","If pneumonia is not treated, there can be dangerous complications.",,_,здоровье,,
пневмония,8945,pneumonia,,N.Fem.Inan,B2,LM,3,пневмония,Nom.Sing,Атипичная пневмония распространяется с большой скоростью. ,Walking pneumonia spreads at high speed.,,_,здоровье,,
пересылать,8946,forward,,V,B2,"Golosa, LM",1,пересылали,Imperf.Plur.Past,Все посылки на моё имя пересылали на новый адрес.,All parcels sent in my name were forwarded to the new address.,,_,"общение, транспорт",,
пересылать,8947,forward,,A,B2,"Golosa, LM",2,пересылаемые,Imperf.PresentPassiveParticiple.Nom.Plur,"Документы, пересылаемые по электронной почте, должны быть в формате PDF.",Documents sent by e-mail must be in PDF format.,,_,"общение, транспорт",,
пересылать,8948,forward,,A,B2,"Golosa, LM",3,пересылаемой,Imperf.PresentPassiveParticiple.Gen.Fem.Sing,При переводе денег банк берёт комиссию в 10% от пересылаемой суммы.,When transferring money the bank charges 10% of the transferred amount.,,_,"общение, транспорт",,
побережье,8949,coast,,N.Neut.Inan,B2,LM,1,побережья,Gen.Sing,Анапа― самый солнечный курорт Черноморского побережья.,Anapa is the sunniest resort on the Black Sea coast.,,_,"свободное время, путешествие",,
побережье,8950,coast,,N.Neut.Inan,B2,LM,2,побережье,Loc.Sing,Многие северные растения не растут на побережье.,Many northern plants do not grow on the coast.,,_,"свободное время, путешествие",,
побережье,8951,coast,,N.Neut.Inan,B2,LM,3,побережью,Dat.Sing,Брат и сестра гуляют по побережью.,The brother and sister are walking along the coast.,,_,"свободное время, путешествие",,
переутомляться,8952,overtire,,V,B2,LM,1,переутомляться,Imperf.Inf,Вам нужно избегать стрессов и не переутомляться.,You should avoid stress and not overwork yourself.,,_,здоровье,,
планировать,8953,plan,,V,B2,"LM, Поехали",1,планирует,Imperf.Sing.3,Мой брат планирует через неделю приехать в гости.,My brother is planning on coming to visit in a week.,,_,внутренний мир,,
планировать,8954,plan,,V,B2,"LM, Поехали",2,планировать,Imperf.Inf,Евгений совсем не умеет планировать финансы.,Evgeniy does not know how to plan his finances.,,_,внутренний мир,,
планировать,8955,plan,,V,B2,"LM, Поехали",3,планируете,Imperf.Plur.2,Куда вы планируете поехать в отпуск?,Where do you plan to go on vacation?,,_,внутренний мир,,
повар,8956,cook,,N.Masc.Anim,B2,LM,1,повар,Nom.Sing,Новый повар ещё не запомнил рецепты всех блюд.,The new cook has not yet remembered the recipes for all the dishes.,,_,"еда, учёба/работа",,
повар,8957,cook,,N.Masc.Anim,B2,LM,2,повара,Gen.Sing,У хорошего повара на кухне всегда чисто.,The kitchen of a good cook is always clean.,,_,"еда, учёба/работа",,
повар,8958,cook,,N.Masc.Anim,B2,LM,3,поваром,Ins.Sing,Максим всегда мечтал стать поваром.,Maxim has always dreamed of becoming a chef.,,_,"еда, учёба/работа",,
поведение,8959,behavior,,N.Neut.Inan,B2,LM,1,поведения,Gen.Sing,Ученики должны соблюдать правила поведения в школе.,The pupils must abide by the school rules.,,_,"внутренний мир, общение",,
поведение,8960,behavior,,N.Neut.Inan,B2,LM,2,поведение,Acc.Sing,Как ты можешь объяснить своё поведение?,How can you explain your behavior?,,_,"внутренний мир, общение",,
поведение,8961,behavior,,N.Neut.Inan,B2,LM,3,поведением,Ins.Sing,Учёные обнаружили связь между размером и поведением некоторых обезьян.,Scientists have found a connection between the size and behavior of some monkeys.,,_,"внутренний мир, общение",,
повелительный,8962,imperative,,A,B2,LM,1,повелительных,Gen.Plur,В речи царя появилось много повелительных интонаций.,The tsar started using a commanding tone when he spoke.,,_,общение,,
повелительный,8963,imperative,,A,B2,LM,2,повелительной,Gen.Fem.Sing,"У глагола ""ехать"" нет повелительной формы.",The verb ехать (to drive) has no imperative form.,,_,общение,,
повелительный,8964,imperative,,A,B2,LM,3,повелительная,Nom.Fem.Sing,Повелительная интонация директора раздражает подчинённых.,The director's commanding tone annoys the subordinates.,,_,общение,,
плевать,8965,spit,,V,B2,LM,1,плевать,Imperf.Inf,"Мне плевать, успеешь ты в срок или нет.",I don’t care if you manage to do it on time or not.,,_,"внутренний мир, общение",,
плевать,8966,spit,,V,B2,LM,2,плевали,Imperf.Plur.Past,"""Плевали мы на ваши постановления!"" - кричали митингующие.","""Screw your rules!"" the protesters shouted.",,_,"внутренний мир, общение",,
плевать,8967,spit,,V,B2,LM,3,плюёт,Imperf.Sing.3,Старик на лавочке ест семечки и плюёт под ноги.,The old man on the bench is eating sunflower seeds and spitting the shells under his feet.,,_,"внутренний мир, общение",,
поверхностный,8968,surface,,A,B2,LM,1,поверхностная,Nom.Fem.Sing,"Ваша новая книга очень поверхностная, в ней нет глубоких идей.","Your new book is very frivolous, it has no deep ideas.",,_,"внутренний мир, описание",,
поверхностный,8969,surface,,A,B2,LM,2,поверхностным,Ins.Masc.Sing,Учителя считали меня поверхностным и невнимательным.,My teachers considered me to be shallow and inattentive.,,_,"внутренний мир, описание",,
поверхностный,8970,surface,,A,B2,LM,3,поверхностный,Inan.Acc.Masc.Sing,Перед обработкой снимите поверхностный слой дерева.,"Before processing, remove the surface layer of wood.",,_,"внутренний мир, описание",,
поверхность,8971,surface,,N.Fem.Inan,B2,LM,1,поверхности,Loc.Sing,Марсоход нашёл воду на поверхности Марса.,The Mars rover found water on the surface of Mars.,,_,описание,,
поверхность,8972,surface,,N.Fem.Inan,B2,LM,2,поверхностью,Ins.Sing,Крот проводит всю жизнь под поверхностью земли.,A mole spends his whole life beneath the surface of the ground.,,_,описание,,
поверхность,8973,surface,,N.Fem.Inan,B2,LM,3,поверхность,Acc.Sing,Покройте поверхность изделия лаком или краской.,Coat the surface of the product with lacquer or paint.,,_,описание,,
повествование,8974,narration,,N.Neut.Inan,B2,LM,1,повествования,Gen.Sing,В центре повествования находится девочка с необычными способностями.,At the heart of the story there is a girl with unusual abilities.,,_,"общение, свободное время",,
